"Zip_Code","Zip_Code_Sq_Mi","Supervisor_District","District","Sq_in_SD","Proportion_in_SD","Median_HH_Income_ZCTA","Per_Capita_Income_ZCTA","Population_in_SD2","Latinx_in_SD2","Black_in_SD2","Asian_in_SD2","Amer_Ind_in_SD2","Pac_Islander_in_SD2","Other_in_SD2","White_in_SD2","Native_Born_in_SD2","Immi_Citizen_in_SD2","Immi_NonCitizen_in_SD2","Housing_Units_in_SD2","Owner_Units_in_SD2","Renter_Units_in_SD2","Rent_Burden_in_SD2","Severe_Rent_Burden_in_SD2","Pop_25_n_older_SD2","Less_than_HS_SD2","HS_Diploma_SD2","Bachelors_or_Higher_SD2","Poor_or_Struggling_SD2","Doing_Okay_SD2"
"90002",3.06334,"District 2","2",3.0633,0.999987,37285,13284,53301,"0.79","0.18","0.01","0.01","0.00","0.00","0.00","0.64","0.10","0.25",12917,"0.35","0.65","0.26","0.40",29392,"0.51","0.43","0.06","0.63","0.37"
"90020",1.12848,"District 2","2",0.662836,0.587371,49068,33220,23018,"0.32","0.07","0.45","0.00","0.00","0.00","0.12","0.40","0.25","0.33",9631,"0.09","0.91","0.29","0.28",16850,"0.18","0.41","0.42","0.42","0.58"
"90062",1.9249,"District 2","2",1.9249,1,49443,20879,35916,"0.63","0.31","0.02","0.00","0.00","0.01","0.02","0.63","0.15","0.22",10063,"0.46","0.54","0.22","0.38",23809,"0.36","0.51","0.13","0.45","0.55"
"90043",4.13578,"District 2","2",4.13578,1,54729,31101,45873,"0.30","0.60","0.01","0.00","0.00","0.01","0.05","0.79","0.11","0.10",17376,"0.55","0.45","0.27","0.38",32496,"0.18","0.56","0.26","0.34","0.65"
"90048",1.88498,"District 2","2",0.221924,0.117733,100586,81692,2530,"0.09","0.03","0.08","0.00","0.00","0.00","0.74","0.74","0.17","0.07",1370,"0.30","0.70","0.25","0.24",2165,"0.04","0.28","0.68","0.15","0.83"
"90011",4.2975,"District 2","2",4.11826,0.958292,40940,12931,106529,"0.91","0.07","0.01","0.00","0.00","0.00","0.01","0.54","0.10","0.35",23414,"0.26","0.74","0.29","0.34",60404,"0.58","0.37","0.05","0.65","0.34"
"90045",10.724,"District 2","2",4.91044,0.457893,104578,56291,18575,"0.18","0.12","0.14","0.00","0.00","0.01","0.50","0.80","0.10","0.08",7153,"0.52","0.48","0.19","0.30",12470,"0.02","0.37","0.61","0.14","0.76"
"90005",1.06259,"District 2","2",1.0317,0.97093,38491,24267,38577,"0.49","0.05","0.34","0.00","0.00","0.01","0.09","0.42","0.20","0.36",16293,"0.08","0.92","0.30","0.31",28194,"0.30","0.39","0.31","0.54","0.45"
"90034",3.10958,"District 2","2",3.10958,1,75714,48244,53861,"0.26","0.10","0.20","0.00","0.00","0.01","0.40","0.66","0.16","0.17",25248,"0.19","0.81","0.27","0.20",42312,"0.09","0.34","0.57","0.23","0.76"
"90250",6.72953,"District 2","2",6.72917,0.999946,56304,26308,97067,"0.55","0.22","0.08","0.00","0.01","0.00","0.12","0.64","0.16","0.18",31903,"0.31","0.69","0.28","0.28",63031,"0.22","0.55","0.22","0.37","0.62"
"90013",0.676106,"District 2","2",0.101226,0.149719,22316,41048,1880,"0.16","0.28","0.18","0.01","0.01","0.00","0.30","0.77","0.13","0.09",1094,"0.08","0.92","0.25","0.24",1716,"0.15","0.47","0.38","0.59","0.41"
"90001",3.51004,"District 2","2",3.36226,0.957898,43360,13727,57313,"0.90","0.09","0.00","0.00","0.00","0.00","0.01","0.59","0.12","0.29",13094,"0.36","0.64","0.26","0.31",32651,"0.53","0.42","0.06","0.59","0.41"
"90221",5.44131,"District 2","2",5.40552,0.993423,51377,16090,51348,"0.76","0.21","0.01","0.00","0.00","0.00","0.01","0.66","0.12","0.21",12064,"0.51","0.49","0.28","0.36",30419,"0.43","0.51","0.06","0.53","0.46"
"90025",2.5561,"District 2","2",0.20699,0.0809788,87280,57137,3797,"0.14","0.04","0.20","0.00","0.00","0.00","0.56","0.66","0.17","0.15",1783,"0.27","0.73","0.23","0.24",3030,"0.07","0.25","0.69","0.24","0.76"
"90220",6.93607,"District 2","2",6.93607,1,57074,18292,52817,"0.61","0.33","0.01","0.00","0.00","0.01","0.02","0.73","0.10","0.16",13206,"0.60","0.40","0.20","0.34",31812,"0.35","0.55","0.10","0.45","0.54"
"90255",3.73238,"District 2","2",0.139721,0.0374348,44962,15936,2808,"0.97","0.01","0.00","0.00","0.00","0.00","0.01","0.53","0.16","0.31",695,"0.33","0.67","0.30","0.29",1721,"0.52","0.40","0.07","0.53","0.47"
"90015",1.68167,"District 2","2",0.243875,0.14502,43890,37408,3285,"0.62","0.07","0.16","0.00","0.00","0.00","0.13","0.54","0.14","0.30",1489,"0.12","0.88","0.25","0.29",2271,"0.27","0.33","0.39","0.55","0.44"
"90260",2.69719,"District 2","2",2.68996,0.997319,65340,25515,34734,"0.58","0.09","0.13","0.00","0.01","0.01","0.17","0.61","0.19","0.17",10504,"0.40","0.60","0.31","0.25",23600,"0.25","0.52","0.23","0.39","0.60"
"90248",4.79379,"District 2","2",4.52899,0.944762,61448,29217,10966,"0.45","0.14","0.27","0.00","0.00","0.01","0.09","0.63","0.20","0.14",3568,"0.67","0.33","0.35","0.25",8049,"0.17","0.55","0.27","0.31","0.69"
"90304",1.55949,"District 2","2",1.55867,0.999474,49120,17115,25932,"0.89","0.03","0.03","0.00","0.01","0.01","0.02","0.55","0.18","0.26",6580,"0.31","0.69","0.27","0.31",15560,"0.47","0.43","0.10","0.53","0.47"
"90066",4.9868,"District 2","2",4.98643,0.999926,83899,52713,59163,"0.29","0.04","0.13","0.00","0.00","0.00","0.48","0.69","0.13","0.16",25783,"0.36","0.64","0.26","0.23",45582,"0.12","0.34","0.55","0.23","0.77"
"90249",2.99276,"District 2","2",2.99276,1,60669,28213,26429,"0.40","0.26","0.15","0.00","0.02","0.01","0.13","0.66","0.18","0.15",8826,"0.57","0.43","0.37","0.21",19167,"0.22","0.54","0.24","0.33","0.66"
"90710",2.35823,"District 2","2",0.576539,0.24448,63907,29075,6856,"0.43","0.14","0.22","0.00","0.02","0.00","0.17","0.65","0.17","0.17",2257,"0.53","0.47","0.25","0.23",4712,"0.21","0.52","0.27","0.33","0.66"
"90230",4.55197,"District 2","2",4.55197,1,85524,49264,32687,"0.33","0.10","0.16","0.00","0.00","0.01","0.36","0.70","0.17","0.12",13327,"0.54","0.46","0.25","0.25",23871,"0.12","0.37","0.51","0.21","0.79"
"90232",2.12926,"District 2","2",2.12926,1,90467,58630,14780,"0.25","0.05","0.17","0.00","0.00","0.00","0.48","0.73","0.17","0.08",6598,"0.36","0.64","0.21","0.22",11441,"0.06","0.36","0.59","0.17","0.83"
"90222",2.58028,"District 2","2",2.58028,1,49894,16178,33200,"0.73","0.23","0.01","0.01","0.00","0.00","0.01","0.71","0.09","0.19",7979,"0.49","0.51","0.23","0.41",19069,"0.38","0.53","0.09","0.49","0.50"
"90058",6.05394,"District 2","2",0.516581,0.0853297,21964,10433,232,"0.90","0.07","0.00","0.00","0.00","0.00","0.02","0.63","0.10","0.27",60,"0.12","0.88","0.24","0.27",112,"0.57","0.38","0.06","0.69","0.31"
"90059",3.32702,"District 2","2",3.32702,1,44838,14807,46185,"0.70","0.28","0.00","0.00","0.00","0.00","0.01","0.69","0.10","0.20",10906,"0.47","0.53","0.29","0.37",25057,"0.40","0.52","0.08","0.57","0.42"
"90302",1.89766,"District 2","2",1.89766,1,51850,25116,30017,"0.46","0.41","0.02","0.00","0.00","0.00","0.07","0.73","0.12","0.15",10636,"0.29","0.71","0.27","0.33",19805,"0.19","0.52","0.29","0.41","0.58"
"90303",2.23665,"District 2","2",2.23665,1,55897,22423,24374,"0.62","0.32","0.01","0.00","0.00","0.00","0.03","0.67","0.12","0.21",7048,"0.41","0.59","0.29","0.30",15648,"0.30","0.55","0.14","0.42","0.58"
"90291",2.49124,"District 2","2",0.279585,0.112227,99652,81187,3025,"0.20","0.05","0.04","0.00","0.00","0.00","0.68","0.80","0.09","0.09",1537,"0.34","0.66","0.21","0.24",2475,"0.06","0.28","0.66","0.19","0.80"
"90292",2.71303,"District 2","2",0.805084,0.296747,114726,85223,6988,"0.08","0.07","0.11","0.00","0.00","0.01","0.69","0.73","0.13","0.13",3741,"0.31","0.69","0.26","0.26",5830,"0.02","0.27","0.71","0.21","0.79"
"90016",3.63363,"District 2","2",3.63363,1,48715,26323,45899,"0.52","0.30","0.05","0.00","0.00","0.01","0.09","0.66","0.15","0.19",17218,"0.37","0.63","0.28","0.31",32742,"0.25","0.50","0.25","0.43","0.57"
"90247",3.76989,"District 2","2",3.76602,0.998973,55561,25296,48243,"0.49","0.18","0.24","0.00","0.00","0.01","0.07","0.59","0.19","0.20",15985,"0.39","0.61","0.25","0.30",33897,"0.21","0.56","0.23","0.38","0.60"
"90010",0.480052,"District 2","2",0.279404,0.582029,63112,44814,2225,"0.10","0.05","0.65","0.00","0.01","0.00","0.14","0.43","0.33","0.23",1181,"0.18","0.82","0.26","0.34",1814,"0.08","0.42","0.50","0.30","0.70"
"90007",2.45975,"District 2","2",1.28645,0.523,27406,17808,22192,"0.51","0.10","0.19","0.00","0.00","0.00","0.16","0.56","0.13","0.30",6234,"0.12","0.88","0.24","0.35",10559,"0.35","0.39","0.27","0.57","0.28"
"90064",4.00363,"District 2","2",2.91339,0.727687,102117,71214,18865,"0.14","0.03","0.18","0.00","0.00","0.00","0.61","0.71","0.18","0.10",8065,"0.55","0.45","0.21","0.24",13903,"0.06","0.26","0.68","0.18","0.81"
"90047",4.73834,"District 2","2",4.73834,1,52605,25360,51411,"0.36","0.59","0.00","0.00","0.00","0.00","0.02","0.79","0.09","0.11",17893,"0.57","0.43","0.26","0.39",35204,"0.22","0.63","0.15","0.39","0.61"
