"Zip_Code","Zip_Code_Sq_Mi","Supervisor_District","District","Sq_in_SD","Proportion_in_SD","Median_HH_Income_ZCTA","Per_Capita_Income_ZCTA","Population_in_SD5","Latinx_in_SD5","Black_in_SD5","Asian_in_SD5","Amer_Ind_in_SD5","Pac_Islander_in_SD5","Other_in_SD5","White_in_SD5","Native_Born_in_SD5","Immi_Citizen_in_SD5","Immi_NonCitizen_in_SD5","Housing_Units_in_SD5","Owner_Units_in_SD5","Renter_Units_in_SD5","Rent_Burden_in_SD5","Severe_Rent_Burden_in_SD5","Pop_25_n_older_SD5","Less_than_HS_SD5","HS_Diploma_SD5","Bachelors_or_Higher_SD5","Poor_or_Struggling_SD5","Doing_Okay_SD5"
"91024",2.95513,"District 5","5",2.95513,1,100988,60830,10932,"0.14","0.01","0.15","0.00","0.00","0.01","0.66","0.84","0.09","0.05",4664,"0.62","0.38","0.22","0.22",8439,"0.02","0.38","0.61","0.10","0.90"
"91046",0.0100362,"District 5","5",0.0100362,1,NA,29487,158,"0.06","0.00","0.00","0.00","0.15","0.00","0.78","0.63","0.37","0.00",95,"0.00","1.00","0.44","0.29",158,"0.18","0.52","0.30","0.36","0.64"
"91202",2.05989,"District 5","5",2.05989,1,75703,40606,23345,"0.14","0.03","0.13","0.00","0.00","0.00","0.67","0.46","0.39","0.13",8903,"0.38","0.62","0.21","0.34",18330,"0.11","0.44","0.45","0.24","0.76"
"91205",1.87888,"District 5","5",1.87702,0.99901,44835,26661,37601,"0.22","0.02","0.15","0.00","0.00","0.00","0.60","0.35","0.38","0.26",14368,"0.15","0.85","0.23","0.39",28613,"0.17","0.49","0.34","0.46","0.54"
"91390",144.027,"District 5","5",144.027,1,120617,44841,19168,"0.26","0.02","0.07","0.01","0.00","0.00","0.62","0.85","0.10","0.05",6000,"0.92","0.08","0.14","0.25",13092,"0.08","0.56","0.36","0.11","0.88"
"91330",0.338124,"District 5","5",0.115307,0.34102,NA,5897,1111,"0.36","0.14","0.19","0.00","0.01","0.00","0.26","0.84","0.03","0.12",0,"NaN","NaN","NaN","NaN",70,"0.00","0.57","0.43","0.00","0.00"
"91506",2.43043,"District 5","5",2.42976,0.999724,81597,44962,18586,"0.27","0.01","0.12","0.01","0.00","0.00","0.56","0.78","0.14","0.06",7520,"0.54","0.46","0.21","0.24",14014,"0.08","0.54","0.38","0.19","0.79"
"91775",3.04538,"District 5","5",3.04538,1,86415,38253,25004,"0.25","0.01","0.51","0.00","0.00","0.01","0.21","0.55","0.31","0.13",8113,"0.64","0.36","0.28","0.27",17909,"0.11","0.40","0.48","0.21","0.78"
"91501",3.98793,"District 5","5",3.98793,1,67817,38247,20511,"0.15","0.02","0.07","0.00","0.00","0.01","0.70","0.55","0.28","0.15",8057,"0.32","0.68","0.25","0.38",15539,"0.08","0.49","0.43","0.29","0.70"
"91325",4.82672,"District 5","5",0.812893,0.168415,71400,35680,5823,"0.38","0.07","0.16","0.00","0.00","0.00","0.37","0.65","0.18","0.15",2008,"0.48","0.52","0.26","0.37",3888,"0.12","0.49","0.39","0.30","0.69"
"91387",49.6063,"District 5","5",49.6063,1,98371,36908,42034,"0.40","0.06","0.10","0.00","0.00","0.00","0.41","0.76","0.15","0.07",12815,"0.64","0.36","0.35","0.27",26423,"0.10","0.57","0.33","0.20","0.79"
"91381",37.654,"District 5","5",37.652,0.999947,135357,56947,19389,"0.15","0.04","0.24","0.00","0.00","0.00","0.51","0.73","0.19","0.06",6554,"0.70","0.30","0.23","0.35",12903,"0.03","0.43","0.54","0.11","0.89"
"93591",82.4243,"District 5","5",82.3949,0.999643,47453,17285,6742,"0.63","0.08","0.01","0.00","0.00","0.00","0.28","0.81","0.09","0.10",1947,"0.74","0.26","0.27","0.31",4075,"0.34","0.60","0.06","0.54","0.46"
"91010",7.0828,"District 5","5",4.01787,0.567271,74738,31572,14965,"0.56","0.06","0.15","0.00","0.00","0.00","0.20","0.66","0.19","0.14",4572,"0.63","0.37","0.32","0.27",10672,"0.18","0.54","0.27","0.25","0.73"
"93552",48.7253,"District 5","5",48.7253,1,65728,20115,39905,"0.71","0.12","0.04","0.00","0.00","0.00","0.13","0.71","0.16","0.12",9806,"0.78","0.22","0.27","0.34",23226,"0.30","0.58","0.11","0.37","0.62"
"91773",14.6951,"District 5","5",14.6858,0.999367,86201,36914,33985,"0.34","0.02","0.14","0.00","0.00","0.00","0.46","0.78","0.14","0.07",11380,"0.71","0.29","0.24","0.31",23958,"0.07","0.56","0.37","0.19","0.78"
"91020",0.747375,"District 5","5",0.747375,1,67742,34479,8633,"0.26","0.01","0.23","0.00","0.01","0.00","0.46","0.59","0.29","0.10",3524,"0.36","0.64","0.25","0.39",6549,"0.13","0.49","0.39","0.22","0.76"
"91304",9.44155,"District 5","5",5.83286,0.617786,70505,32549,33583,"0.41","0.05","0.15","0.00","0.00","0.01","0.35","0.62","0.18","0.19",10816,"0.50","0.50","0.30","0.31",23146,"0.17","0.52","0.31","0.33","0.66"
"93534",18.1788,"District 5","5",18.1788,1,41537,19401,39367,"0.39","0.25","0.04","0.00","0.00","0.00","0.29","0.89","0.06","0.04",14161,"0.34","0.66","0.23","0.29",24723,"0.18","0.66","0.16","0.49","0.48"
"91740",4.98996,"District 5","5",4.98337,0.998679,85590,34528,25843,"0.42","0.03","0.10","0.01","0.00","0.00","0.41","0.78","0.14","0.07",8297,"0.66","0.34","0.26","0.23",18278,"0.12","0.59","0.29","0.22","0.75"
"91214",7.55582,"District 5","5",7.55582,1,104981,43954,30787,"0.13","0.00","0.28","0.00","0.00","0.00","0.54","0.65","0.25","0.08",10357,"0.74","0.26","0.25","0.35",21213,"0.06","0.39","0.54","0.15","0.85"
"91350",16.9605,"District 5","5",16.9605,1,117707,41923,36173,"0.28","0.03","0.11","0.00","0.00","0.00","0.54","0.82","0.12","0.05",11402,"0.84","0.16","0.26","0.24",23976,"0.07","0.56","0.37","0.13","0.87"
"91768",8.6549,"District 5","5",1.99495,0.2305,56002,18346,8112,"0.74","0.05","0.07","0.00","0.00","0.00","0.12","0.69","0.12","0.18",1854,"0.53","0.47","0.29","0.31",4652,"0.33","0.52","0.15","0.44","0.45"
"91007",5.59521,"District 5","5",5.59521,1,83964,40312,34116,"0.13","0.02","0.59","0.00","0.00","0.00","0.23","0.49","0.32","0.17",11657,"0.53","0.47","0.27","0.20",25106,"0.10","0.37","0.53","0.22","0.76"
"91103",5.4479,"District 5","5",5.4479,1,71231,38586,27659,"0.50","0.15","0.10","0.00","0.00","0.00","0.22","0.67","0.15","0.17",8515,"0.47","0.53","0.28","0.30",18874,"0.22","0.42","0.36","0.40","0.58"
"91780",3.8193,"District 5","5",3.75057,0.982005,75672,31958,34501,"0.20","0.01","0.62","0.00","0.01","0.00","0.15","0.50","0.34","0.15",11151,"0.59","0.41","0.26","0.30",24891,"0.13","0.47","0.39","0.27","0.73"
"91204",1.13927,"District 5","5",1.13219,0.993786,49122,25800,18607,"0.34","0.03","0.14","0.00","0.00","0.00","0.49","0.41","0.27","0.31",6445,"0.10","0.90","0.21","0.36",13934,"0.21","0.52","0.28","0.45","0.52"
"93535",257.817,"District 5","5",257.796,0.999919,46600,17501,74258,"0.50","0.20","0.03","0.00","0.00","0.00","0.24","0.90","0.05","0.04",21332,"0.57","0.43","0.23","0.24",43394,"0.21","0.68","0.11","0.52","0.46"
"91006",6.4318,"District 5","5",6.40015,0.995079,103224,45639,32796,"0.12","0.01","0.60","0.00","0.01","0.00","0.22","0.52","0.32","0.14",10523,"0.70","0.30","0.20","0.27",23529,"0.07","0.41","0.52","0.22","0.78"
"91776",3.40067,"District 5","5",3.35357,0.98615,58658,24802,38129,"0.28","0.00","0.64","0.00","0.00","0.00","0.07","0.39","0.32","0.28",11551,"0.38","0.62","0.24","0.31",28597,"0.24","0.48","0.28","0.39","0.59"
"93551",73.293,"District 5","5",73.293,1,93055,35548,50601,"0.37","0.10","0.09","0.00","0.00","0.00","0.41","0.80","0.14","0.05",15771,"0.78","0.22","0.20","0.23",33454,"0.12","0.60","0.28","0.21","0.78"
"93510",71.9506,"District 5","5",71.9506,1,105714,45233,7644,"0.21","0.01","0.03","0.00","0.00","0.00","0.72","0.91","0.06","0.02",2608,"0.90","0.10","0.20","0.39",5651,"0.07","0.65","0.28","0.22","0.77"
"93563",40.2117,"District 5","5",40.2117,1,NA,41346,357,"0.17","0.10","0.03","0.00","0.00","0.00","0.68","0.93","0.04","0.02",96,"0.96","0.04","0.00","0.00",299,"0.07","0.66","0.27","0.05","0.70"
"93543",59.5207,"District 5","5",59.5207,1,51719,19290,14392,"0.66","0.04","0.01","0.01","0.00","0.00","0.25","0.74","0.12","0.13",3698,"0.67","0.33","0.26","0.38",9004,"0.39","0.53","0.08","0.47","0.53"
"93536",243.593,"District 5","5",243.522,0.999709,79990,30352,70217,"0.31","0.14","0.05","0.01","0.00","0.00","0.45","0.87","0.07","0.04",21421,"0.66","0.34","0.26","0.24",47329,"0.13","0.64","0.24","0.24","0.69"
"91801",4.35476,"District 5","5",4.35436,0.999908,60519,32971,54763,"0.34","0.02","0.52","0.00","0.00","0.00","0.09","0.50","0.32","0.18",20063,"0.35","0.65","0.27","0.26",41391,"0.16","0.46","0.38","0.35","0.64"
"91324",4.40636,"District 5","5",1.53926,0.349327,80260,36569,10365,"0.34","0.05","0.19","0.00","0.00","0.00","0.39","0.61","0.22","0.16",3497,"0.51","0.49","0.26","0.33",7294,"0.12","0.47","0.41","0.27","0.72"
"91104",3.80417,"District 5","5",3.80417,1,77919,39342,37874,"0.41","0.07","0.10","0.00","0.00","0.00","0.38","0.68","0.18","0.13",13164,"0.50","0.50","0.25","0.35",27065,"0.17","0.39","0.44","0.31","0.69"
"91206",5.90361,"District 5","5",5.90071,0.999509,70141,37939,34722,"0.14","0.02","0.19","0.00","0.00","0.00","0.62","0.45","0.35","0.18",13365,"0.36","0.64","0.17","0.35",26091,"0.11","0.48","0.42","0.27","0.72"
"91207",4.5731,"District 5","5",4.5731,1,85956,52888,11031,"0.08","0.01","0.09","0.00","0.00","0.00","0.79","0.52","0.35","0.12",4081,"0.57","0.43","0.16","0.38",8067,"0.03","0.46","0.50","0.21","0.79"
"91321",25.8652,"District 5","5",25.8649,0.999988,73187,31832,34014,"0.47","0.03","0.08","0.00","0.00","0.00","0.39","0.74","0.12","0.13",10781,"0.56","0.44","0.28","0.34",21817,"0.20","0.55","0.25","0.34","0.63"
"91040",8.19481,"District 5","5",8.1685,0.996789,86594,40008,19985,"0.20","0.01","0.11","0.00","0.00","0.01","0.64","0.68","0.24","0.07",7315,"0.72","0.28","0.25","0.29",15368,"0.12","0.53","0.35","0.21","0.78"
"91042",50.021,"District 5","5",50.021,1,64532,31572,26966,"0.26","0.02","0.08","0.00","0.00","0.00","0.61","0.58","0.29","0.11",9961,"0.54","0.46","0.24","0.38",20134,"0.13","0.60","0.27","0.32","0.67"
"91352",11.8636,"District 5","5",5.27119,0.444316,57145,21721,20917,"0.73","0.01","0.05","0.00","0.00","0.00","0.20","0.55","0.24","0.20",5526,"0.53","0.47","0.25","0.37",13880,"0.35","0.48","0.17","0.42","0.57"
"91354",8.71803,"District 5","5",8.71803,1,128308,49503,32544,"0.18","0.04","0.18","0.00","0.00","0.00","0.56","0.80","0.13","0.05",10444,"0.79","0.21","0.29","0.22",20963,"0.03","0.44","0.53","0.09","0.90"
"91311",32.9901,"District 5","5",32.2476,0.977493,91897,42381,39920,"0.26","0.05","0.16","0.00","0.00","0.01","0.49","0.70","0.22","0.07",13962,"0.65","0.35","0.28","0.24",29583,"0.07","0.52","0.41","0.19","0.80"
"91016",8.60187,"District 5","5",8.59154,0.998799,77622,36037,41056,"0.41","0.05","0.15","0.00","0.01","0.00","0.34","0.73","0.14","0.12",14301,"0.49","0.51","0.25","0.23",29265,"0.11","0.52","0.37","0.24","0.75"
"91106",2.95117,"District 5","5",2.95117,1,82211,50160,25543,"0.31","0.07","0.22","0.00","0.00","0.00","0.36","0.70","0.14","0.15",10665,"0.36","0.64","0.20","0.27",18926,"0.06","0.33","0.60","0.26","0.70"
"91107",8.28428,"District 5","5",8.28428,1,102850,54483,32503,"0.27","0.05","0.24","0.00","0.00","0.00","0.40","0.67","0.22","0.11",12466,"0.60","0.40","0.25","0.17",25102,"0.08","0.38","0.55","0.16","0.84"
"91201",2.36713,"District 5","5",2.36385,0.998614,60101,34468,23249,"0.19","0.01","0.07","0.00","0.00","0.00","0.69","0.43","0.39","0.18",8297,"0.27","0.73","0.20","0.42",17560,"0.19","0.48","0.33","0.34","0.66"
"91203",0.805578,"District 5","5",0.805578,1,61071,33570,15410,"0.16","0.02","0.19","0.00","0.00","0.00","0.59","0.40","0.34","0.24",6110,"0.16","0.84","0.19","0.35",11693,"0.13","0.50","0.37","0.33","0.67"
"93544",109.656,"District 5","5",109.643,0.999881,43913,31757,1164,"0.22","0.13","0.00","0.00","0.00","0.00","0.64","0.88","0.05","0.06",554,"0.88","0.12","0.00","0.18",1011,"0.09","0.76","0.16","0.35","0.65"
"91342",55.3401,"District 5","5",39.9948,0.722709,74050,24976,68365,"0.76","0.04","0.05","0.00","0.00","0.00","0.14","0.64","0.18","0.17",18155,"0.65","0.35","0.31","0.30",44560,"0.29","0.53","0.19","0.34","0.65"
"91384",112.171,"District 5","5",112.112,0.999474,112122,33659,29197,"0.37","0.06","0.07","0.00","0.00","0.01","0.44","0.81","0.11","0.07",7087,"0.84","0.16","0.31","0.20",19581,"0.18","0.56","0.26","0.13","0.68"
"91344",16.7579,"District 5","5",15.2307,0.908867,96162,39174,48727,"0.31","0.03","0.18","0.00","0.00","0.00","0.46","0.64","0.27","0.08",15484,"0.75","0.25","0.31","0.31",34716,"0.11","0.51","0.38","0.19","0.80"
"91504",4.9386,"District 5","5",4.9386,1,83994,43562,26749,"0.23","0.03","0.14","0.00","0.00","0.03","0.54","0.63","0.25","0.12",9387,"0.54","0.46","0.21","0.29",19008,"0.08","0.49","0.43","0.23","0.76"
"91351",9.58085,"District 5","5",9.58085,1,81758,31710,32711,"0.47","0.03","0.09","0.00","0.00","0.00","0.36","0.74","0.14","0.10",10076,"0.73","0.27","0.27","0.34",21571,"0.15","0.60","0.25","0.23","0.77"
"91505",5.05608,"District 5","5",5.03766,0.996357,87138,48375,30789,"0.25","0.03","0.12","0.01","0.00","0.00","0.55","0.75","0.15","0.08",12855,"0.47","0.53","0.23","0.27",22582,"0.07","0.47","0.46","0.18","0.82"
"91208",6.93902,"District 5","5",6.93902,1,108374,56533,15860,"0.11","0.01","0.19","0.00","0.00","0.00","0.64","0.63","0.30","0.06",5855,"0.66","0.34","0.24","0.31",11646,"0.03","0.39","0.57","0.12","0.87"
"91105",3.71081,"District 5","5",3.66977,0.98894,131158,77880,12477,"0.12","0.06","0.17","0.00","0.00","0.00","0.59","0.77","0.12","0.09",5444,"0.57","0.43","0.21","0.18",9754,"0.04","0.27","0.69","0.17","0.81"
"91722",4.12745,"District 5","5",3.37543,0.8178,80089,26693,28321,"0.65","0.02","0.13","0.00","0.00","0.00","0.17","0.68","0.21","0.11",8048,"0.70","0.30","0.24","0.27",19331,"0.18","0.61","0.21","0.26","0.74"
"91741",14.9537,"District 5","5",14.9454,0.999445,110430,48113,26779,"0.27","0.01","0.13","0.00","0.00","0.00","0.55","0.81","0.10","0.07",8891,"0.72","0.28","0.22","0.20",18627,"0.05","0.50","0.46","0.17","0.82"
"91750",25.3759,"District 5","5",24.9137,0.981786,89360,41840,33507,"0.36","0.03","0.09","0.00","0.00","0.00","0.50","0.83","0.11","0.05",11889,"0.75","0.25","0.33","0.25",23530,"0.08","0.54","0.38","0.19","0.79"
"91723",2.32986,"District 5","5",2.31461,0.993455,64422,28527,18400,"0.65","0.03","0.08","0.00","0.00","0.01","0.21","0.77","0.13","0.09",6192,"0.40","0.60","0.29","0.22",12149,"0.15","0.63","0.22","0.30","0.68"
"91724",6.21892,"District 5","5",6.04943,0.972746,82976,32616,25989,"0.52","0.04","0.16","0.00","0.00","0.00","0.25","0.73","0.17","0.08",7873,"0.71","0.29","0.29","0.26",18179,"0.12","0.58","0.30","0.25","0.75"
"93243",153.204,"District 5","5",109.994,0.717958,44219,23815,1100,"0.43","0.00","0.11","0.02","0.00","0.00","0.45","0.71","0.12","0.17",485,"0.71","0.29","0.02","0.21",865,"0.22","0.57","0.21","0.43","0.57"
"91011",11.8727,"District 5","5",11.8727,1,175652,82102,20301,"0.10","0.01","0.31","0.00","0.00","0.00","0.54","0.74","0.19","0.06",6434,"0.91","0.09","0.23","0.22",13709,"0.02","0.22","0.76","0.08","0.92"
"91001",8.26462,"District 5","5",8.26462,1,101061,49345,37818,"0.30","0.25","0.05","0.00","0.00","0.00","0.35","0.81","0.10","0.08",12669,"0.76","0.24","0.22","0.30",27635,"0.11","0.46","0.44","0.19","0.80"
"91759",82.2215,"District 5","5",65.0791,0.79151,71042,42837,243,"0.09","0.02","0.00","0.01","0.00","0.00","0.88","0.93","0.03","0.01",124,"0.64","0.36","0.37","0.09",210,"0.04","0.55","0.41","0.07","0.93"
"91101",1.32911,"District 5","5",1.32911,1,70075,45452,21395,"0.27","0.07","0.25","0.00","0.00","0.00","0.38","0.66","0.14","0.18",10739,"0.16","0.84","0.22","0.25",16863,"0.08","0.30","0.62","0.33","0.67"
"91355",15.6382,"District 5","5",15.6382,1,95696,44956,30526,"0.22","0.03","0.11","0.00","0.00","0.00","0.59","0.79","0.13","0.07",11709,"0.60","0.40","0.29","0.26",21172,"0.04","0.49","0.47","0.16","0.82"
"91326",8.16792,"District 5","5",8.16792,1,117590,52828,36339,"0.14","0.05","0.33","0.00","0.00","0.00","0.44","0.60","0.30","0.09",12778,"0.75","0.25","0.28","0.27",26720,"0.07","0.37","0.56","0.13","0.87"
