"Zip_Code","Zip_Code_Sq_Mi","Supervisor_District","District","Sq_in_SD","Proportion_in_SD","Median_HH_Income_ZCTA","Per_Capita_Income_ZCTA","Population_in_SD4","Latinx_in_SD4","Black_in_SD4","Asian_in_SD4","Amer_Ind_in_SD4","Pac_Islander_in_SD4","Other_in_SD4","White_in_SD4","Native_Born_in_SD4","Immi_Citizen_in_SD4","Immi_NonCitizen_in_SD4","Housing_Units_in_SD4","Owner_Units_in_SD4","Renter_Units_in_SD4","Rent_Burden_in_SD4","Severe_Rent_Burden_in_SD4","Pop_25_n_older_SD4","Less_than_HS_SD4","HS_Diploma_SD4","Bachelors_or_Higher_SD4","Poor_or_Struggling_SD4","Doing_Okay_SD4"
"90822",0.162084,"District 4","4",0.162084,1,NA,14920,133,"0.11","0.11","0.03","0.00","0.00","0.00","0.74","0.86","0.14","0.00",0,"NaN","NaN","NaN","NaN",133,"0.31","0.40","0.29","0.00","0.00"
"90266",3.93837,"District 4","4",3.91159,0.9932,153023,96343,35259,"0.08","0.00","0.13","0.00","0.00","0.00","0.73","0.86","0.09","0.05",13336,"0.70","0.30","0.19","0.16",24534,"0.02","0.23","0.75","0.07","0.92"
"90814",1.35362,"District 4","4",1.35362,1,73391,45630,19685,"0.26","0.12","0.09","0.00","0.01","0.00","0.49","0.83","0.11","0.04",9165,"0.36","0.64","0.28","0.20",15038,"0.08","0.40","0.52","0.26","0.73"
"90806",3.55498,"District 4","4",3.55498,1,54437,22148,41990,"0.51","0.16","0.19","0.00","0.01","0.01","0.10","0.67","0.16","0.16",12788,"0.35","0.65","0.30","0.29",26481,"0.33","0.49","0.17","0.43","0.56"
"90650",9.87157,"District 4","4",9.87157,1,70667,23139,105304,"0.70","0.04","0.14","0.00","0.01","0.00","0.10","0.65","0.20","0.14",26964,"0.64","0.36","0.31","0.28",68748,"0.24","0.58","0.19","0.32","0.66"
"90810",6.8973,"District 4","4",3.56065,0.516238,60227,20883,19230,"0.55","0.10","0.23","0.00","0.02","0.00","0.06","0.61","0.21","0.16",4853,"0.55","0.45","0.25","0.25",12220,"0.28","0.55","0.17","0.42","0.57"
"90670",8.48426,"District 4","4",8.46726,0.997996,71343,26747,16667,"0.75","0.04","0.07","0.00","0.00","0.01","0.13","0.72","0.19","0.09",4852,"0.68","0.32","0.29","0.20",11325,"0.17","0.63","0.19","0.25","0.74"
"90242",4.571,"District 4","4",4.55922,0.997423,71233,26335,42584,"0.75","0.05","0.06","0.00","0.00","0.00","0.12","0.68","0.19","0.12",12293,"0.49","0.51","0.32","0.29",27845,"0.22","0.58","0.21","0.28","0.71"
"90808",6.97114,"District 4","4",6.96904,0.999699,110625,48895,39318,"0.23","0.04","0.10","0.01","0.00","0.00","0.56","0.86","0.10","0.03",13912,"0.78","0.22","0.16","0.14",28326,"0.06","0.51","0.43","0.13","0.87"
"90815",7.2967,"District 4","4",7.28765,0.99876,94559,43577,41261,"0.20","0.06","0.12","0.00","0.00","0.00","0.57","0.84","0.08","0.06",14538,"0.67","0.33","0.19","0.22",27235,"0.06","0.44","0.50","0.16","0.78"
"90831",0.0392898,"District 4","4",0.0392898,1,NA,NA,0,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN",0,"NaN","NaN","NaN","NaN",0,"NaN","NaN","NaN","NaN","NaN"
"90602",3.69962,"District 4","4",3.69962,1,55216,24103,25581,"0.77","0.01","0.04","0.00","0.00","0.02","0.15","0.78","0.12","0.09",7643,"0.40","0.60","0.33","0.28",16130,"0.18","0.63","0.19","0.38","0.57"
"90045",10.724,"District 4","4",5.8136,0.542111,104578,56291,21992,"0.18","0.12","0.14","0.00","0.00","0.01","0.50","0.80","0.10","0.08",8469,"0.52","0.48","0.19","0.30",14763,"0.02","0.37","0.61","0.14","0.76"
"90606",3.87943,"District 4","4",3.66372,0.944396,74986,25514,31153,"0.87","0.01","0.02","0.01","0.00","0.00","0.09","0.73","0.15","0.12",8496,"0.68","0.32","0.25","0.27",21236,"0.26","0.59","0.15","0.28","0.71"
"90807",5.88082,"District 4","4",5.88082,1,78948,43393,32202,"0.29","0.15","0.15","0.00","0.00","0.01","0.36","0.79","0.12","0.07",12741,"0.52","0.48","0.29","0.22",23862,"0.09","0.49","0.41","0.21","0.78"
"90723",4.7823,"District 4","4",4.76339,0.996046,55670,18073,54297,"0.81","0.09","0.03","0.00","0.01","0.00","0.06","0.64","0.15","0.20",14151,"0.41","0.59","0.27","0.28",32116,"0.35","0.54","0.11","0.44","0.56"
"90277",3.81261,"District 4","4",3.76235,0.986817,106185,67899,34368,"0.14","0.03","0.11","0.00","0.00","0.00","0.66","0.79","0.13","0.07",15635,"0.46","0.54","0.23","0.16",26459,"0.03","0.34","0.63","0.10","0.89"
"90638",7.88508,"District 4","4",7.82186,0.991982,95723,33414,48832,"0.42","0.02","0.21","0.00","0.00","0.00","0.32","0.74","0.19","0.07",14235,"0.77","0.23","0.28","0.29",32785,"0.10","0.57","0.32","0.18","0.76"
"90505",5.78973,"District 4","4",5.78973,1,99764,48929,37220,"0.13","0.02","0.36","0.01","0.00","0.00","0.43","0.68","0.19","0.11",13992,"0.57","0.43","0.22","0.24",26418,"0.04","0.39","0.57","0.14","0.85"
"90241",4.97089,"District 4","4",4.97008,0.999837,72715,28169,43208,"0.75","0.02","0.07","0.00","0.00","0.00","0.14","0.65","0.20","0.14",13174,"0.43","0.57","0.26","0.20",28811,"0.19","0.57","0.24","0.30","0.69"
"90712",4.30013,"District 4","4",4.30013,1,96634,37420,31217,"0.32","0.12","0.19","0.00","0.00","0.00","0.34","0.79","0.14","0.05",10338,"0.74","0.26","0.29","0.17",21737,"0.07","0.60","0.33","0.16","0.83"
"90503",5.3156,"District 4","4",5.3156,1,93063,45099,44605,"0.13","0.03","0.41","0.00","0.01","0.00","0.38","0.64","0.17","0.18",16647,"0.51","0.49","0.24","0.22",32855,"0.05","0.41","0.55","0.17","0.82"
"90631",13.8872,"District 4","4",6.28617,0.452659,83629,33986,31262,"0.57","0.01","0.12","0.00","0.00","0.00","0.28","0.72","0.14","0.14",9609,"0.61","0.39","0.25","0.24",21122,"0.16","0.53","0.31","0.28","0.71"
"90601",11.5836,"District 4","4",8.82644,0.761977,76732,33146,24424,"0.70","0.01","0.07","0.01","0.00","0.00","0.20","0.82","0.12","0.06",8367,"0.59","0.41","0.26","0.22",17249,"0.12","0.60","0.28","0.25","0.75"
"90605",5.66678,"District 4","4",5.66678,1,78297,26572,40192,"0.76","0.01","0.05","0.01","0.00","0.02","0.16","0.75","0.15","0.10",10382,"0.69","0.31","0.20","0.31",26069,"0.20","0.62","0.19","0.30","0.69"
"90604",4.26982,"District 4","4",4.26882,0.999766,74944,27131,42901,"0.69","0.01","0.06","0.00","0.00","0.01","0.22","0.78","0.12","0.09",12429,"0.65","0.35","0.31","0.22",28060,"0.14","0.67","0.19","0.26","0.73"
"90703",8.91011,"District 4","4",8.90498,0.999424,105832,39677,50560,"0.14","0.08","0.59","0.00","0.00","0.00","0.14","0.55","0.34","0.10",15506,"0.77","0.23","0.24","0.29",37355,"0.06","0.41","0.53","0.15","0.85"
"90710",2.35823,"District 4","4",1.7817,0.755524,63907,29075,21189,"0.43","0.14","0.22","0.00","0.02","0.00","0.17","0.65","0.17","0.17",6973,"0.53","0.47","0.25","0.23",14563,"0.21","0.52","0.27","0.33","0.66"
"90744",9.47173,"District 4","4",9.45813,0.998564,50875,18352,56798,"0.89","0.03","0.03","0.00","0.00","0.00","0.04","0.62","0.14","0.24",14767,"0.36","0.64","0.31","0.29",33763,"0.43","0.48","0.08","0.50","0.50"
"90716",0.951479,"District 4","4",0.951479,1,50149,16175,14285,"0.80","0.04","0.10","0.00","0.00","0.01","0.04","0.57","0.18","0.25",3670,"0.41","0.59","0.19","0.41",8584,"0.40","0.49","0.10","0.49","0.50"
"90731",13.6839,"District 4","4",13.6264,0.995798,53456,31212,60404,"0.57","0.07","0.05","0.00","0.00","0.00","0.27","0.75","0.12","0.12",22600,"0.32","0.68","0.27","0.30",41092,"0.19","0.58","0.23","0.39","0.59"
"90732",3.40387,"District 4","4",3.40286,0.999703,104567,47892,22773,"0.31","0.05","0.12","0.00","0.00","0.00","0.48","0.79","0.12","0.07",8807,"0.71","0.29","0.24","0.26",17002,"0.08","0.52","0.41","0.15","0.84"
"90755",2.18381,"District 4","4",2.18381,1,75426,40271,11545,"0.32","0.11","0.25","0.00","0.00","0.00","0.29","0.70","0.19","0.09",4743,"0.52","0.48","0.29","0.29",8526,"0.13","0.40","0.46","0.28","0.71"
"90813",3.30265,"District 4","4",3.30265,1,38449,16366,58380,"0.65","0.12","0.13","0.00","0.00","0.00","0.08","0.62","0.14","0.23",17192,"0.12","0.88","0.27","0.32",34658,"0.42","0.45","0.13","0.61","0.38"
"90802",13.1868,"District 4","4",13.1826,0.999681,54616,39665,38950,"0.35","0.14","0.07","0.00","0.00","0.01","0.39","0.78","0.09","0.12",20749,"0.20","0.80","0.26","0.27",30191,"0.12","0.46","0.41","0.38","0.61"
"90803",4.72678,"District 4","4",4.72677,0.999998,90278,66220,32126,"0.16","0.04","0.08","0.00","0.00","0.00","0.69","0.86","0.08","0.05",16718,"0.43","0.57","0.23","0.17",26363,"0.06","0.39","0.55","0.17","0.83"
"90804",2.10177,"District 4","4",2.10177,1,52948,28129,39239,"0.43","0.12","0.16","0.00","0.00","0.00","0.26","0.73","0.14","0.12",14955,"0.21","0.79","0.25","0.30",25912,"0.23","0.48","0.29","0.44","0.53"
"90274",12.1315,"District 4","4",12.015,0.990397,169919,94819,24820,"0.09","0.01","0.24","0.00","0.00","0.00","0.62","0.75","0.16","0.07",9065,"0.87","0.13","0.21","0.25",18217,"0.01","0.26","0.73","0.09","0.91"
"90275",13.6003,"District 4","4",13.4644,0.990008,138293,68013,41725,"0.10","0.02","0.31","0.00","0.01","0.00","0.50","0.70","0.20","0.08",15389,"0.78","0.22","0.27","0.24",30770,"0.03","0.30","0.68","0.10","0.90"
"90278",3.60251,"District 4","4",3.59995,0.999289,116783,58845,40223,"0.17","0.03","0.15","0.00","0.00","0.01","0.57","0.79","0.14","0.05",15301,"0.59","0.41","0.25","0.20",28926,"0.04","0.38","0.58","0.11","0.89"
"90293",2.87147,"District 4","4",2.83175,0.986167,105865,78988,12552,"0.14","0.06","0.13","0.00","0.00","0.01","0.62","0.82","0.11","0.06",6513,"0.49","0.51","0.19","0.22",10544,"0.02","0.26","0.72","0.14","0.85"
"91748",14.58,"District 4","4",11.692,0.80192,74438,28711,37754,"0.27","0.01","0.63","0.00","0.00","0.00","0.08","0.45","0.32","0.22",10872,"0.62","0.38","0.26","0.29",27325,"0.14","0.47","0.39","0.28","0.72"
"90240",3.02521,"District 4","4",3.01296,0.995951,86383,33751,26306,"0.74","0.01","0.07","0.00","0.00","0.00","0.17","0.67","0.22","0.11",7513,"0.64","0.36","0.27","0.22",17895,"0.21","0.53","0.26","0.20","0.79"
"90292",2.71303,"District 4","4",1.46056,0.53835,114726,85223,12678,"0.08","0.07","0.11","0.00","0.00","0.01","0.69","0.73","0.13","0.13",6786,"0.31","0.69","0.26","0.26",10576,"0.02","0.27","0.71","0.21","0.78"
"90501",5.66145,"District 4","4",5.63323,0.995015,71712,32116,41766,"0.44","0.05","0.25","0.00","0.00","0.01","0.21","0.66","0.15","0.17",14171,"0.46","0.54","0.22","0.30",28694,"0.15","0.50","0.35","0.31","0.69"
"90504",4.47726,"District 4","4",4.46931,0.998224,90210,39641,33351,"0.27","0.03","0.37","0.00","0.00","0.00","0.27","0.70","0.19","0.10",11664,"0.62","0.38","0.26","0.25",23691,"0.08","0.50","0.42","0.20","0.80"
"91765",18.9282,"District 4","4",18.3726,0.970647,100480,40707,45225,"0.18","0.04","0.58","0.00","0.00","0.00","0.18","0.53","0.32","0.14",14675,"0.76","0.24","0.20","0.33",32951,"0.05","0.39","0.56","0.17","0.82"
"91789",15.6642,"District 4","4",3.75678,0.239832,101841,39479,10658,"0.22","0.03","0.61","0.00","0.00","0.00","0.11","0.51","0.37","0.11",3201,"0.83","0.17","0.18","0.24",7759,"0.08","0.41","0.51","0.18","0.81"
"90717",1.96802,"District 4","4",1.96802,1,71388,38172,21508,"0.34","0.06","0.16","0.00","0.00","0.00","0.39","0.78","0.12","0.09",8477,"0.47","0.53","0.27","0.21",15328,"0.13","0.51","0.36","0.25","0.74"
